Date,Open,High,Low,Close,Adj Close,Volume
2018-02-28,76.019997,76.559998,75.309998,75.339996,70.539909,3321700
2018-03-01,75.349998,76.820000,75.160004,75.559998,70.745888,3209700
2018-03-02,75.459999,76.300003,74.580002,75.349998,70.549278,3631400
2018-03-05,75.220001,77.669998,74.870003,77.489998,72.552925,3840600
2018-03-06,77.230003,77.389999,75.629997,75.860001,71.026787,3655400
2018-03-07,75.410004,75.699997,74.930000,75.250000,70.455643,9936900
2018-03-08,75.529999,76.029999,75.239998,75.989998,71.148506,4733900
2018-03-09,75.900002,76.150002,75.519997,76.129997,71.279579,3870100
2018-03-12,76.120003,76.730003,76.059998,76.550003,71.672821,3581800
2018-03-13,76.900002,77.330002,76.190002,76.470001,71.597916,6365000
2018-03-14,76.709999,77.330002,76.449997,77.000000,72.094154,3788900
2018-03-15,76.870003,77.629997,76.290001,76.739998,71.850723,4619000
2018-03-16,76.900002,77.730003,76.739998,77.589996,72.646553,6667100
2018-03-19,77.800003,77.870003,76.709999,77.040001,72.131607,5503500
2018-03-20,77.019997,77.370003,76.330002,76.430000,71.560463,3888500
2018-03-21,76.430000,77.220001,75.839996,76.180000,71.326393,4051400
2018-03-22,76.339996,77.529999,76.080002,76.190002,71.335762,3704800
2018-03-23,76.519997,76.919998,75.029999,75.169998,70.380745,3033400
2018-03-26,75.300003,76.070000,75.230003,75.919998,71.082962,2805900
2018-03-27,75.989998,77.690002,75.769997,77.099998,72.187782,4338900
2018-03-28,77.320000,77.760002,76.559998,77.419998,72.487396,4543200
2018-03-29,77.089996,77.910004,77.040001,77.470001,72.534210,3962500
2018-04-02,77.550003,78.050003,76.570000,77.099998,72.187782,3741100
2018-04-03,77.000000,77.639999,76.680000,77.260002,72.337593,2971400
2018-04-04,77.150002,77.910004,76.709999,77.709999,72.758919,3467600
2018-04-05,77.690002,78.790001,76.760002,78.599998,73.592216,3934200
2018-04-06,78.589996,78.900002,78.059998,78.160004,73.180252,3411900
2018-04-09,78.139999,79.050003,78.040001,78.470001,73.470490,3855100
2018-04-10,78.470001,78.559998,77.250000,77.519997,72.581017,4187900
2018-04-11,77.349998,77.779999,76.790001,77.080002,72.169052,2426800
2018-04-12,77.089996,77.379997,75.959999,76.139999,71.288948,2369000
2018-04-13,76.269997,76.989998,76.260002,76.669998,71.785179,3993200
2018-04-16,76.820000,78.080002,76.800003,77.959999,72.992981,2402900
2018-04-17,78.010002,78.750000,77.790001,78.500000,73.498581,1727800
2018-04-18,78.650002,79.419998,78.269997,78.279999,73.292595,2057000
2018-04-19,78.160004,78.610001,77.849998,78.519997,73.517319,2423300
2018-04-20,78.629997,78.720001,77.529999,77.680000,72.730827,2764000
2018-04-23,77.879997,78.230003,77.570000,77.989998,73.021072,2172700
2018-04-24,78.220001,78.739998,77.769997,78.220001,73.236420,4273000
2018-04-25,78.160004,78.900002,77.820000,78.889999,73.863731,3282100
2018-04-26,78.870003,79.919998,78.529999,79.839996,74.753204,2810000
2018-04-27,79.599998,80.750000,79.500000,80.500000,75.371162,2600500
2018-04-30,80.639999,80.849998,80.059998,80.160004,75.052834,2658100
2018-05-01,80.160004,80.300003,79.620003,79.830002,74.743851,2423200
2018-05-02,79.839996,80.370003,79.570000,79.980003,74.884293,2586200
2018-05-03,79.750000,80.089996,78.820000,79.760002,74.678307,3522600
2018-05-04,79.769997,80.410004,79.580002,79.879997,74.790657,3853900
2018-05-07,79.870003,80.129997,79.440002,79.500000,74.434868,2901400
2018-05-08,79.309998,79.389999,77.629997,77.879997,72.918083,4333400
2018-05-09,77.809998,77.949997,76.879997,77.639999,72.693382,3853500
2018-05-10,78.800003,79.480003,77.540001,78.160004,73.180252,4605300
2018-05-11,78.209999,78.400002,77.529999,77.910004,72.946182,4231000
2018-05-14,78.070000,78.220001,77.360001,77.830002,72.871269,3972500
2018-05-15,77.349998,77.660004,76.570000,76.930000,72.028610,3889100
2018-05-16,76.930000,77.070000,75.500000,76.029999,71.185944,5483400
2018-05-17,75.050003,75.279999,73.910004,74.150002,70.248047,3474800
2018-05-18,74.269997,74.550003,73.129997,73.800003,69.916458,3721000
2018-05-21,73.980003,74.059998,73.349998,73.680000,69.802780,3301700
2018-05-22,73.430000,74.309998,73.400002,74.070000,70.172256,2957300
2018-05-23,74.330002,75.050003,74.190002,74.870003,70.930153,2901100
2018-05-24,74.870003,75.800003,74.639999,75.739998,71.754379,4162700
2018-05-25,75.739998,76.019997,75.580002,75.809998,71.820686,2262600
2018-05-29,75.760002,77.040001,75.489998,76.599998,72.569115,4468600
2018-05-30,76.269997,77.190002,76.040001,76.980003,72.929123,2620800
2018-05-31,76.940002,77.570000,76.459999,77.160004,73.099663,3587800
2018-06-01,77.120003,77.150002,75.529999,76.080002,72.076485,3403200
2018-06-04,76.330002,76.500000,75.339996,75.370003,71.403847,3234500
2018-06-05,75.440002,75.510002,74.580002,74.750000,70.816475,2497300
2018-06-06,74.720001,74.860001,73.000000,73.139999,69.291191,3949500
2018-06-07,73.139999,74.279999,72.830002,73.480003,69.613312,3289800
2018-06-08,73.540001,73.760002,72.870003,73.120003,69.272255,3268500
2018-06-11,73.019997,73.239998,71.959999,72.120003,68.324875,4922400
2018-06-12,72.129997,72.849998,71.980003,72.480003,68.665932,4694200
2018-06-13,72.540001,72.879997,72.010002,72.250000,68.448036,5618200
2018-06-14,72.500000,73.680000,72.370003,73.459999,69.594353,5079900
2018-06-15,73.290001,74.400002,73.099998,74.300003,70.390152,6493000
2018-06-18,74.279999,74.650002,74.040001,74.410004,70.494370,3223900
2018-06-19,74.730003,75.849998,74.589996,75.669998,71.688057,4039400
2018-06-20,76.290001,76.599998,75.769997,76.190002,72.180695,3660900
2018-06-21,76.190002,77.180000,76.070000,76.910004,72.862816,4198700
2018-06-22,76.900002,77.669998,76.760002,77.430000,73.355446,3184200
2018-06-25,77.500000,79.169998,77.470001,79.080002,74.918625,4768200
2018-06-26,78.980003,79.529999,78.650002,78.790001,74.643875,4402500
2018-06-27,78.760002,79.709999,78.500000,79.519997,75.335464,3978400
2018-06-28,79.750000,80.150002,79.099998,79.230003,75.060722,2659400
2018-06-29,79.059998,79.540001,78.510002,79.080002,74.918625,3385000
2018-07-02,79.209999,79.860001,78.900002,79.760002,75.562836,2570000
2018-07-03,79.760002,80.430000,79.449997,79.809998,75.610207,2568600
2018-07-05,79.959999,80.620003,79.610001,80.610001,76.368103,3964600
2018-07-06,80.580002,81.699997,80.489998,81.620003,77.324966,2963000
2018-07-09,81.589996,81.589996,78.370003,78.639999,74.501778,4505700
2018-07-10,78.419998,79.940002,77.900002,79.519997,75.335464,3763200
2018-07-11,79.709999,80.580002,79.690002,80.379997,76.150200,3921000
2018-07-12,80.410004,80.639999,80.099998,80.500000,76.263901,3655400
2018-07-13,80.669998,80.930000,79.980003,80.620003,76.377579,3366200
2018-07-16,80.690002,80.980003,80.080002,80.779999,76.529167,4171500
2018-07-17,80.940002,81.000000,80.540001,80.650002,76.406006,2271400
2018-07-18,80.739998,80.739998,79.900002,80.440002,76.207054,3103400
2018-07-19,80.629997,81.750000,80.510002,81.199997,76.927063,3009000
2018-07-20,81.059998,81.330002,80.000000,80.650002,76.406006,3013500
2018-07-23,81.230003,81.230003,79.669998,79.970001,75.761787,2844900
2018-07-24,80.099998,80.139999,78.779999,79.889999,75.685997,4065500
2018-07-25,79.790001,80.620003,79.690002,80.180000,75.960732,2582100
2018-07-26,80.449997,81.339996,80.410004,81.139999,76.870224,2812000
2018-07-27,81.000000,81.699997,80.750000,81.089996,76.822838,2097200
2018-07-30,80.849998,81.199997,80.599998,80.769997,76.519684,2306900
2018-07-31,81.199997,81.709999,80.760002,81.620003,77.324966,3691100
2018-08-01,81.139999,81.440002,80.139999,81.050003,76.784950,3478500
2018-08-02,80.629997,81.199997,79.510002,80.449997,76.216522,4075600
2018-08-03,80.519997,81.720001,80.290001,81.550003,77.258644,3122300
2018-08-06,81.570000,82.220001,80.800003,81.120003,76.851273,3285600
2018-08-07,81.120003,81.180000,80.000000,80.879997,76.623886,2629400
2018-08-08,80.620003,80.900002,80.180000,80.430000,76.197578,2429900
2018-08-09,80.459999,80.870003,80.279999,80.809998,76.557579,1658000
2018-08-10,80.980003,81.800003,80.849998,80.889999,76.633369,3467100
2018-08-13,80.919998,81.120003,80.519997,80.940002,76.680748,4051000
2018-08-14,80.970001,81.529999,80.779999,81.220001,76.946007,2379000
2018-08-15,81.440002,82.449997,81.309998,81.860001,77.552322,3683400
2018-08-16,80.910004,81.839996,80.550003,81.790001,78.374512,3104900
2018-08-17,81.639999,82.720001,81.580002,82.279999,78.844040,3090200
2018-08-20,82.379997,82.570000,81.620003,81.809998,78.393661,2643600
2018-08-21,81.709999,81.779999,80.830002,81.279999,77.885788,2623400
2018-08-22,81.400002,81.800003,80.540001,80.830002,77.454590,3050000
2018-08-23,80.730003,81.449997,80.669998,80.879997,77.502495,1828100
2018-08-24,81.070000,81.489998,80.660004,81.410004,78.010376,2296600
2018-08-27,81.419998,81.589996,80.300003,80.589996,77.224602,2559200
2018-08-28,80.440002,80.620003,80.160004,80.349998,76.994629,2307900
2018-08-29,80.489998,80.779999,80.190002,80.730003,77.358765,2322700
2018-08-30,80.959999,81.449997,80.639999,81.320000,77.924118,2738700
2018-08-31,81.300003,81.800003,80.870003,81.239998,77.847466,3837400
2018-09-04,81.379997,81.879997,81.239998,81.419998,78.019943,2887100
2018-09-05,81.510002,83.300003,81.510002,83.190002,79.716042,4884700
2018-09-06,82.620003,83.769997,82.620003,83.470001,79.984344,3213600
2018-09-07,82.820000,83.190002,81.940002,82.470001,79.026108,3113000
2018-09-10,82.720001,83.230003,82.260002,82.309998,78.872787,4512800
2018-09-11,82.440002,82.800003,81.269997,81.379997,77.981621,4085500
2018-09-12,81.230003,81.500000,80.610001,80.889999,77.512085,4646300
2018-09-13,80.910004,82.209999,80.550003,82.150002,78.719467,4725200
2018-09-14,81.989998,82.000000,81.040001,81.699997,78.288254,3102700
2018-09-17,81.769997,82.139999,81.260002,82.080002,78.652382,3052100
2018-09-18,82.440002,82.500000,81.660004,81.919998,78.499062,4191000
2018-09-19,81.889999,81.959999,79.620003,80.089996,76.745483,4469600
2018-09-20,80.000000,80.739998,79.269997,80.620003,77.253357,4074900
2018-09-21,80.500000,80.919998,78.529999,79.820000,76.486771,15566200
2018-09-24,79.709999,79.970001,79.430000,79.610001,76.285545,3633700
2018-09-25,79.599998,79.699997,78.550003,78.809998,75.518936,4748700
2018-09-26,78.800003,79.250000,78.040001,78.089996,74.829010,5169800
2018-09-27,78.000000,79.320000,78.000000,78.940002,75.643517,3256000
2018-09-28,79.129997,80.059998,79.099998,80.019997,76.678413,4540900
2018-10-01,79.910004,80.000000,79.190002,79.550003,76.228043,2727200
2018-10-02,79.930000,80.750000,79.910004,80.419998,77.061707,2509500
2018-10-03,80.339996,80.610001,78.519997,79.190002,75.883072,4127400
2018-10-04,79.110001,80.029999,78.559998,79.940002,76.601753,3620300
2018-10-05,79.900002,81.720001,79.830002,81.400002,78.000786,4824800
2018-10-08,81.500000,82.949997,81.349998,82.139999,78.709892,4450200
2018-10-09,82.269997,82.690002,81.809998,82.250000,78.815292,4204200
2018-10-10,82.199997,83.309998,81.830002,81.879997,78.460732,5042100
2018-10-11,82.150002,82.410004,79.669998,79.980003,76.640083,6074700
2018-10-12,79.769997,80.110001,79.010002,79.989998,76.649666,5821700
2018-10-15,79.919998,80.849998,79.709999,80.129997,76.783821,3018400
2018-10-16,80.050003,81.410004,79.750000,80.940002,77.559998,3333200
2018-10-17,80.820000,81.070000,80.190002,80.769997,77.397087,2670600
2018-10-18,81.489998,81.739998,80.910004,81.260002,77.866631,4274200
2018-10-19,81.250000,83.419998,81.230003,82.750000,79.294411,4395800
2018-10-22,83.019997,83.209999,82.330002,82.639999,79.189003,4275800
2018-10-23,82.970001,84.029999,82.209999,82.300003,78.863205,4882800
2018-10-24,82.639999,85.080002,82.279999,84.750000,81.210884,4890200
2018-10-25,84.500000,84.550003,83.410004,83.639999,80.147247,6787900
2018-10-26,84.019997,84.639999,81.419998,81.889999,78.470322,5326900
2018-10-29,82.089996,83.620003,81.879997,83.459999,79.974754,4157900
2018-10-30,83.800003,84.230003,82.629997,83.830002,80.329315,2996000
2018-10-31,83.220001,83.349998,82.040001,82.629997,79.179420,4084000
2018-11-01,82.570000,82.629997,80.959999,81.660004,78.249931,6994300
2018-11-02,83.410004,83.830002,80.889999,82.589996,79.141090,7038400
2018-11-05,83.080002,83.839996,82.680000,83.580002,80.089752,3057700
2018-11-06,83.660004,84.449997,83.440002,84.330002,80.808434,2642900
2018-11-07,84.750000,84.779999,83.589996,84.699997,81.162971,2981500
2018-11-08,84.739998,85.019997,83.330002,84.330002,80.808434,3002400
2018-11-09,84.500000,85.769997,84.250000,85.580002,82.006233,4432500
2018-11-12,85.250000,86.959999,85.199997,85.919998,82.332024,3250900
2018-11-13,85.900002,86.620003,85.300003,86.349998,82.744080,2833200
2018-11-14,85.900002,86.949997,85.650002,86.419998,82.811150,3860600
2018-11-15,84.839996,86.290001,84.040001,86.139999,83.438835,4481100
2018-11-16,86.440002,87.099998,85.889999,86.680000,83.961899,3351200
2018-11-19,86.580002,87.709999,86.500000,87.639999,84.891800,4114400
2018-11-20,88.070000,89.230003,87.800003,88.519997,85.744202,6879300
2018-11-21,88.050003,88.180000,86.120003,86.449997,83.739113,3640300
2018-11-23,86.620003,86.989998,86.199997,86.750000,84.029701,1448300
2018-11-26,86.699997,87.300003,86.260002,86.980003,84.252502,2169100
2018-11-27,87.019997,88.000000,86.529999,87.830002,85.075844,2383400
2018-11-28,87.699997,87.879997,86.910004,87.599998,84.853050,2950200
2018-11-29,87.610001,88.059998,86.650002,87.599998,84.853050,2940100
2018-11-30,87.790001,88.730003,87.209999,88.570000,85.792641,4829300
2018-12-03,88.000000,89.629997,87.199997,89.620003,86.809715,3904800
2018-12-04,89.760002,90.699997,89.629997,90.050003,87.226227,5598100
2018-12-06,90.500000,90.639999,88.360001,89.830002,87.013130,4758300
2018-12-07,89.949997,90.550003,89.220001,89.989998,87.168098,4985100
2018-12-10,90.160004,90.660004,88.800003,90.510002,87.671806,3904000
2018-12-11,90.500000,90.980003,89.739998,90.790001,87.943024,4707000
2018-12-12,90.790001,91.250000,89.519997,89.599998,86.790329,5225800
2018-12-13,89.779999,91.250000,89.779999,90.900002,88.049576,4180900
2018-12-14,91.000000,91.349998,90.180000,90.750000,87.904274,3651900
2018-12-17,91.000000,91.300003,87.639999,88.089996,85.327682,5527300
2018-12-18,88.430000,89.230003,87.239998,87.660004,84.911171,4224100
2018-12-19,87.849998,88.320000,86.730003,87.230003,84.494667,4832800
2018-12-20,87.400002,89.110001,86.370003,88.139999,85.376114,4622300
2018-12-21,87.860001,90.250000,87.510002,87.669998,84.920853,6798600
2018-12-24,87.660004,88.389999,83.260002,83.910004,81.278755,2752700
2018-12-26,84.000000,85.269997,82.769997,85.250000,82.576744,2616900
2018-12-27,85.389999,85.959999,83.930000,85.959999,83.264473,3081700
2018-12-28,86.120003,87.180000,85.769997,86.120003,83.419464,2447500
